,notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3097,1/20/2015,Plant Layoff,"Maximus, Inc.","3750 Monroe Avenue, Suite 700 Pittsford, NY 14534",Monroe County,(585) 348-3107,Medicaid and Medicare Service Contracts,52,,4/19/2015,Fulfillment  of Contract obligations under QIC Part A- West  Contract,No bumping  rights exist.,Plant Layoff
3098,1/22/2015,Plant Layoff,Eastman Kodak Company (Eastman Park),"1669 Lake Avenue Rochester, NY 14650",Monroe County,(585) 781-1896,Photographic equipment and Supplies,1,,4/21/2015,Economic,Non-union. Bumping rights do exist.,Plant Layoff
3099,1/23/2015,Plant Closing,Garda Cash Logistics,"1640 Veterans Memorial  Highway Central Islip, NY 11722",Suffolk County,(718) 289-2900 Ext 537151,Armored car service,86,86,4/23/2015,Consolidation of operations with Long Island City  location,Bumping  rights do not exist.,Plant Closing
3100,1/20/2015,Plant  Layoff,"Federation Employment and  Guidance Services, Inc.","315 Hudson Street New York, NY 10013",New York/Queens/Bronx County,(212)366-8319,Health and Human Services,281,976,4/20/2015,Company Restructuring,"District Council 1707, CSAEU, AFSCME, AFL-CIO, Local 215",Plant Layoff
3101,1/13/2015,Plant Layoff,New York Life Insurance  Company,"51 Madison Avenue New York, NY 10010",New York County,(212) 576-6598,Life Insurance,29,,To,Relocation of finance operations,There is no  union representation at this location.Bumping arrangements are not available for affected employees.,Plant Layoff
3102,1/21/2015,Plant Closing,"Chancellor, Masters and  Scholars of the University of Cambridge","(aka Cambridge University  Press) 100 Brook Hill Drive West Nyack, NY 10994",Rockland County,(212) 337-5957,University  Newspaper,42,42,to,Economic,No union,Plant Closing
3103,9/18/2014,Plant Closing,The Robert Mapplethorpe  Residential Treatment Facility,"327 East 17th Street New York, NY 10003",New York County,(212) 844-7673,Residential Treatment Facility,33,33,2/27/2015,Economic,"1199 SEIU United  Healthcare Workers East, 1199 RN Division",Plant Closing
3104,1/15/2015,Plant Closing,Valley-Metro Barbosa Group  (at the Buffalo Federal Detention Facility),"4250 Federal Drive Batavia, NY 14020",Genesee County,(956) 287-7600,"Provide all detention, processing, transportation,  kitchen, laundry, warehouse and commissary services at the Buffalo Federal  Detention Facility.",256,256,1/31/2015,Loss of contract.,SEIU Local 200 United,Plant  Closing
3105,1/21/2015,Plant Layoff,"Organic Avenue, LLC","43-46 10th Street Long Island City, NY 11101",Queens County,(212) 358-0500,Organic Food Products Manufacturing,38,73,1/21/2015,Economic,There are no  bumping rights and employees are non-union.,Plant Layoff
3106,1/20/2015,Plant Closing,173 Food Corp.,"180 Third Avenue New York, NY 10003",New York County,(212) 254-1509,Grocery Store,30,30,4/24/2015,Economic,UFCW Local 342 &  RWDSU/UFCW Local 338,Plant Closing
3107,1/15/2015,Plant Layoff,173 Food Corp.,"180 Third Avenue New York, NY 10003",Rockland County,(845) 602-3611,Pharmaceutical Products,50,1330,To,Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
3108,10/14/2014,Plant Closing,RBC Capital Markets,"Technology, Operations and Functions One Liberty Plaza, 165  Broadway New York, NY 10006",New York County,(212) 428-6467,"Financial Investment Firm - Technology,  Operations and Functions groups",278,278,To,Transferred  to NJ location,RBC does not recognize bumping rights. Employees are not represented by any union.,Plant Closing
3109,1/13/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,6,,4/7/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3110,1/5/2015,Plant Closing,The Palm,"Operated by Just One More Restaurant  Corp. 837 Second Avenue New York, NY 10017",New York County,(202) 775-7256,Restaurant,43,43,4/6/2015,Renovations,There are no  bumping rights and employees are not represented by a union.,Plant Closing
3111,1/6/2015,Plant  Closing,"Aron Streit, Inc.","148-152 Rivington Street New York, NY 10002",New York County,(212) 475-7000 Ext 16,Bakery - production,25,25,to,Economic,Local 53 of  the BCTGM,Plant Closing
3112,1/6/2015,Plant  Layoff,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,4/5/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3113,1/8/2015,Plant Closing,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Schenectady County,(646) 429-4729,Retail Store,90,90,to,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
3114,1/8/2015,Plant Closing,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Onondaga County,(646) 429-4729,Retail Store,87,87,To,Economic,The affected employees do not have bumping rights and are not represented by any labor organization or other representative.,Plant Closing
3115,1/7/2015,Plant Layoff,"Spirit Airlines, Inc @  LaGuardia International Airport","Customer Service Operation Central Terminal Building, B  Concourse Flushing, NY 11371",Queens County,(954) 447-7863,Customer Service Operation,29,31,4/8/2015,Outsourcing operations,There is no  union that represents affected employees and there are no bumping rights.,Plant Layoff
3116,1/6/2015,Plant Layoff,"Teva Pharmaceuticals USA,  Inc.","223 Quaker Road Pomona, NY 10970",Rockland County,(845) 362-7056,Pharmaceuticals production,4,31,will,Economic,"United Steel Paper and Forestry Rubber, Manufacturing,  Energy, Allied Industrial and Service Workers International Union, District 4.",Plant  Layoff
3117,1/6/2015,Plant Closing,JC Penney - Store #2101  Hudson Valley Mall,"1300 Ulster Avenue, Suite 210 Kingston, NY 12401",Ulster County,(972) 431-1299,Retail Store,72,72,4/7/2015,Economic,Employees are  not represented by a union.,Plant Closing
3118,8/18/2014,Plant  Layoff,Xerox Corporation,"800 Phillips Road Webster, NY 14580",Monroe County,(585) 423-1178,Photographic & Photocopying Equipment Mfg.,34,393,11/17/2014,Economic,"Workers United Rochester Regional Joint Board, Local  14A & International Union of Operating Engineers",Plant Layoff
3119,10/27/2014,Plant Closing,"The Guild for Exceptional  Children, Inc.","1273 57th Street Brooklyn, NY 11219",Kings County,(347) 560-2353,Preschool,0,81,-----,Economic,CSEA,Plant Closing
3120,1/2/2015,Plant  Closing,"Walmart Stores, Inc.","200 Sunrise Mall Massapequa, NY 11758",Nassau County,(210) 696-1773,Retail Store,295,295,3/6/2015,Economic,Affected  employees are not represented by a union nor do not have bumping rights.,Plant Closing
3121,1/5/2015,Plant Closing,C. Wonder LLC,"1115 Broadway New York, NY 10010",New York County,(646) 532-2018,Women's clothing store,79,79,1/5/2015,Economic,Non-union and no bumping rights,Plant Closing
3122,12/30/2014,Plant Layoff,Pitney Bowes Presort Services,"22 Miller Place Hicksville, NY 11801",Oyster Bay County,(516) 822-0900 Ext 115,"Postage meters, mail machines, shipping, address mapping",62,,3/30/2015,Economic,There is no union that represents affected employees. There are no bumping rights.,Plant Layoff
3123,12/18/2014,Plant Layoff,"Flexovit USA, Inc.","1305 Eden Evans Center Road Angola, NY 14006",Erie County,(716) 725-1487,Certified manufacturer & distributor of abrasives – closed for production,63,78,will,Weather event - roof collapse,"International Association of Machinists & Aerospace Workers of America, District 65",Plant Layoff
3124,12/17/2014,Potential Plant Closing,Opflex Environmental Technologies,"12 New Street St. Johnsville, NY 13452",Montgomery County,(518) 568-7036 ext. 108,Manufactures and sells specialized foams -- used in people’s everyday lives and to filter oil and contamination from water.,51,51,3/20/2015,Eviction by the building owner,None of the affected employees are represented by a union.,Potential Plant Closing
3125,12/16/2014,Plant Closing,GTECH Corporation,"317 Lenox Avenue - 6th Floor New York, NY 10027",New York County,(401) 392-7092,Gaming Technologies and Services,31,31,1/31/2015,The New York Lottery is terminating their retailer support program contract.,The affected workers are not represented by a union.,Plant Closing
3126,12/17/2014,Plant Closing,"Institutes of Applied Human Dynamics, Inc.","2213 East Tremont Avenue Bronx, NY 10462",Bronx County,(914) 220-4344,"Preschool, Early Intervention and Evaluation",44,44,-----,Economic,Retail Wholesale Department Store Union/United Food and Commercial Workers Local 338,Plant Closing
3127,12/15/2014,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,3/14/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3128,12/11/2014,Plant  Layoff,Eaton's Cooper Power Systems,"1648 Dugan Road Olean, NY 14760",Cattaraugus County,(716) 375-7118,Manufacturing,36,172,3/13/2015,Consolidation of the distribution of arrestor  manufacturing operations,No union representation. Bumping rights  do exist.,Plant Layoff
3129,12/15/2014,Plant  Layoff,"Ferguson NY Metro, Inc.","57-22 49th Street Maspeth, NY 11372",Queens County,(757) 989-2992,Plumbing  Supplies,42,,Between,Economic,"United Food and Commercial Workers, Local 888",Plant Layoff
3130,12/11/2014,Plant  Layoff,RBC Capital Markets,"Global Arbitrage and Trading Brookfield Place 200 Vesey Street New York, NY 10281",New York County,(212) 618-3279,Financial Investment Firm,1,130,3/11/2015,Economic,RBC does not  recognize bumping rights. Employees are  not represented by any union.,Plant Layoff
3131,12/9/2014,Plant Closing,Amalgamated Bank - Branch 24,"426 86th Street Brooklyn, NY 11209",Kings/Queens/Bronx County,(212) 895-4354,Bank,4,4,to,Economic,"OPEIU, Local 153",Plant Closing
3132,12/4/2014,Plant  Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,4,,1/31/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3133,12/5/2014,Plant  Closing,"dELiA’s, Inc.","50 West 23rd Street New York, NY 10010",New York County,(212) 590-6204,Retail Clothing,124,124,Layoffs,Economic,Bumping rights  do not exist.,Plant Closing
3134,12/9/2014,Plant  Closing,Novartis Pharmaceuticals  Corporation,"25 Old Mill Road Suffern, NY 10901",Rockland County,(845) 368-6086,Pharmaceutical Manufacturing,22,----,3rd,Economic,No union  representation; bumping arrangements are not available for affected  employees.,Plant Closing
3135,12/1/2014,Temporary Plant Closing,"RA Herald Square, LLC./Patina Restaurant Group","Macy's Cellar Bar & Grill and Cucina at Macy's Herald Square 151 West 34th Street New York, NY 10001",New York County,(213) 814-3032,Restaurant,89,89,During,Remodeling,There are no bumping rights.,Temporary Plant Closing
3136,11/25/2014,Plant Closing,Penguin Random House,"1 Grosset Drive Kirkwood, NY 13795",Broome County,(607) 775-6357,Book Publishers,286,286,Layoffs,Consolidation of operations,Employees are not represented by a union and bumping rights do not exist.,Plant Closing
3137,12/30/2013,Plant Closing,Shorefront Center for  Rehabilitation & Nursing Care,"3015 W. 29th Street Brooklyn, NY 11224",Kings County,(718) 630-2555,Nursing Home,482,482,------,Sale of Business,1199 SEIU,Plant Closing
3138,11/21/2014,Plant Closing,Holiday Inn Express & Suites – Bullock Hospitality,"Albany Airport / 400 Old Loudon Road Latham, NY 12110",Albany County,(518) 783-6161,Hotel,50,50,-----,Contract Loss,No bumping rights exist.,Plant Closing
3139,11/19/2014,Plant Layoff,Bank of America,"50 Rockefeller Plaza New York, NY 10020",New York County,(202) 661-7130,Financial,95,,Beginning,Economic,No bumping rights exist.,Plant Layoff
3140,11/13/2014,Plant  Layoff,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,8,,2/10/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3141,11/6/2014,Plant Layoff,"Warner Bros. Worldwide Television Distribution, Inc.","1325 Avenue of the Americas New York, NY 10019",New York County,(818) 954-7750,Production Company,2,,2/7/2015,Economic,No union employees were affected.,Plant Layoff
3142,11/6/2014,Plant Layoff,Eastman Kodak,"Eastman Business Park 1669 Lake Avenue Rochester, NY  14652",Monroe County,(585) 781-1896,Photographic equipment and supplies,4,,2/3/2015,Economic,Bumping rights do not exist.,Plant Layoff
3143,11/7/2014,Plant Closing,"Oak-Mitsui Technologies, LLC","80 First Street Hoosick Falls, NY 12090",Rensselaer County,(803) 425-7906,Copper foil bonding,29,29,to,Economic,There will be no bumping rights for affected employees.,Plant Closing
3144,11/4/2014,Plant   Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY  14650",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,2/1/2015,Economic,Bumping rights do not exist.,Plant Layoff
3145,9/29/2014,Potential Plant Layoff,Suffolk Bus Corp,"1980 Pond Road Ronkonkoma, NY 11779",Nassau County,(631) 665-3245 Ext 4151,Transportation Service,0,,1/1/2015,Contract expiration,"Transport Workers Union, Local 252",Potential Plant Layoff
3146,11/4/2014,Plant Closing,Castle Oil Corporation,"440 Mamaroneck Avenue Harrison, NY 10528",Westchester County,(914) 381-6508,Fuel Oils,78,78,to,Sale of business,"International Brotherhood of Teamsters, Local 553",Plant Closing
3147,11/3/2014,Plant Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY  14650",Monroe County,(585) 781-1896,Photographic equipment and supplies,19,,1/31/2015,Economic,Bumping rights do not exist.,Plant Layoff
3148,10/24/2014,Plant Unit Closing,"Jacobson Warehouse Company, Inc.","100 Horseshoe Blvd Avon, NY 14414",Livingston County,(515) 265-6171Ext 100226,Warehousing and Distribution,19,11,-----,Relocation of operations to Rochester,There is no representative of affected employees.,Plant Unit Closing
3149,10/30/2014,Plant Closing,"The Food Emporium, No 36-767","200 East 32nd Street New York, NY 10016",New York County,(201) 571-4018,Grocery Store,60,60,-----,Economic,"UFCW Local 342, Local 338",Plant Closing
3150,10/30/2014,Plant Layoff,"Community First Holdings, Inc.","435 River Road North Tonawanda, NY 14120",Niagara County,(716) 282-2311 Ext 2280,Newspapers,20,,1/31/2015,Economic - cease publications of the Tonawanda News,Employees do not have bumping rights.,Plant Layoff
3151,10/29/2014,Plant Unit Closing,Aircraft Service International Inc,"JFK International Airport Terminal One Jamaica, NY 11430",Queens County,(718) 725-4292,Ground Service Work,546,546,-----,Loss of Contract by Terminal One Group Airlines,"Local Lodge 447 of the International Association of Machinists and Aerospace Workers, AFC-CIO",Plant Unit Closing
3152,10/22/2014,Plant Layoff,Visiting Nurse Service of New York (VNSNY),"90 South Ridge Street Rye Brook, NY 10573",Westchester County,(212) 609-7880,Visiting Nurse Service,3,,1/23/2015,Economic,There are no bumping rights.,Plant Layoff
3153,10/22/2014,Plant Layoff,Visiting Nurse Service of New York Home Care (VNSNY),"1630 East 15th Street Brooklyn, NY 11229",New York/Bronx/Kings/Queens/Richmond County,(212) 609-7880,Visiting Nurse Service,17,,1/23/2015,Economic,United Federation of Teachers and 1199 SEIU United Healthcare Workers East,Plant Layoff
3154,4/30/2014,Plant Closing,"John Hassall, Inc.","609-1 Cantiague Rock Road Westbury, NY 11590",Nassau County,(610) 866-2441 Ext 214,Production of custom designed metal parts and fasteners,83,83,Scheduled,Sale of business and assets,No bumping rights exist.,Plant Closing
3155,10/20/2014,Plant Layoff,"NBTY Inc. and NBTY Manufacturing New York, Inc.","815 Grundy Avenue Holbrook, NY 11741",Nassau County,(631) 200-7459,Sanitation and Maintenance,3,,1/18/2015,Economic,Terminated employees do not have bumping rights.,Plant Layoff
3156,10/21/2014,Plant Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY  14650",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,1/18/2015,Economic,Bumping rights do not exist.,Plant Layoff
3157,10/23/2014,Plant Closing,"vente-privee USA Brands, Inc.","345 Hudson Street New York, NY 10014",New York County,(877) 453-3909,Internet  sales,36,36,-----,Economic,None of the employees are represented by a union/labor organization. Employees in this facility do not have  bumping rights.,Plant Closing
3158,10/23/2014,Plant Closing,"vente-privee USA, LLC","345 Hudson Street New York, NY 10014",New York County,(877) 453-3909,Internet sales,97,97,-----,Economic,None of the employees are represented by a union/labor organization. Employees in this facility do not have bumping rights.,Plant Closing
3159,10/22/2014,Plant Layoff,Pfizer Inc.,"401 North Middletown Road Pearl River, NY 10965",Rockland County,(845) 602-3611,Pharmaceutical Products,16,1330,To,Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
3160,10/15/2014,Plant Closing,Sears Holdings Corporation - Units 06166 & 02033,"6129 Saint Lawrence Ctr Massena, NY 13662",St. Lawrence County,(847) 286-2500,Retail store,51,51,-----,Economic,No union organization and no applicable bumping or transfer rights for any affected employees.,Plant Closing
3161,10/21/2014,Plant Closing,Good Samaritan Hospital Medical Center - Chronic Dialysis Center,"939 Sunrise Highway Bay Shore, NY 11706",Nassau County,(631) 376-4060,Dialysis treatment,63,63,-----,"Transfer of control and management of services to Fresenius Medical Care, N.A.",None of the affected employees are represented by a union or will have bumping rights to other positions.,Plant Closing
3162,10/16/2014,Plant Layoff,"Martha Stewart Living Omnimedia, Inc.","601 West 26th Street - 9th  Floor New York, NY 10011",New York County,(212) 827-8394,Corporate Office for publishing merchandising and broadcasting operations,114,,1/14/2015,Economic,Affected employees are not represented by a union.,Plant Layoff
3163,10/17/2014,Plant Layoff,"Turner Broadcasting System, Inc.","One Time Warner Center New York, NY 10019",New York County,(404) 827-3968,Broadcasting Operations,35,,Beginning,Economic,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,Plant Layoff
3164,12/12/2013,Plant Closing,LIR Management Corp/Food Court,"1 Penn Plaza New York, NY 10001",New York County,(212) 560-1658,Food service establishments,124,124,Layoffs,Economic,Unite Here Local 100,Plant Closing
3165,10/20/2014,Plant Closing,"Korea Plaza, Inc. d/b/a Assi Plaza","131-09 39th Avenue Flushing, NY 11354",Queens County,(718) 321-8000,Food Store,60,60,To,Economic,None of the affected employees are represented by a union.,Plant Closing
3166,10/14/2014,Plant Layoff,Eastman Kodak,"Kodak Research Labs 1999 Lake Avenue Rochester, NY  14615",Monroe County,(585) 781-1896,Photographic equipment and supplies,1,,1/11/2015,Economic,There is no employee representative of record.,Plant Layoff
3167,10/16/2014,Plant Layoff,RBC Capital Markets,"Global Arbitrage and Trading Brookfield Place 200 Vesey Street New York, NY 10281",New York County,(212) 618-3279,Financial Investment Firm,33,130,To,Economic,RBC does not recognize bumping rights. Employees are not represented by any union.,Plant Layoff
3168,10/14/2014,Plant Layoff,"Alpina Foods, Inc","5011 Ag Park Drive, West Batavia, NY 14020",Genesee County,(585) 815-6321,Food Distributor,32,,10/19/2014,Contract Loss,Bumping rights not permitted. Affected employees are not represented by a union.,Plant Layoff
3169,5/22/2014,Plant Closing,Main Seneca Corporation,"237, 241, 251 Main Street, Suite 1125 Buffalo, NY 14203",Erie County,(716) 856-3440,Property Management,32,32,-----,Potential Sale of facility,SEIU,Plant Closing
3170,5/22/2014,Plant Closing,Main Court LLC,"436 Main Street Buffalo, NY 14202",Erie County,(716) 856-3440,Property Management,2,2,-----,Potential Sale of facility,Bumping rights do not exist. Employees are not represented by a union.,Plant Closing
3171,10/17/2013,Plant Closing,TGI Friday's,"484 8th Avenue New York, NY",New York County,(212) 560-1658,Restaurant,79,79,-----,Economic,Employees are not represented by a union nor by any other employee representative. No bumping rights exist among these non-union employees.,Plant Closing
3172,4/9/2014,Plant Layoff,Stanley Black and Decker's Powers Business,"2 Powers Lane Brewster, NY 10509",Putnam County,(845) 230-7539,Tool Manufacturing,0,150,to,"Transfer of work to other SBD facilities 
will not occur",No union involvement,Plant Layoff
3173,1/15/2013,Plant Closing,Stanley Black and Decker's Powers Business,"2 Powers Lane Brewster, NY 10509",Albany County,(518) 487-3122,Customer Service & Fulfillment Department,220,220,to,Economic,"None of the employees are unionized, and there are no provisions regarding transfer, bumping, or reassignment rights to affected employees.",Plant Closing
3174,10/2/2014,Plant Layoff,Eastman Kodak,"Eastman Business Park 343 State Street Rochester, NY",Monroe County,(585) 781-1896,Photographic equipment and supplies,8,,12/30/2014,Economic,There is no employee representative of record.,Plant Layoff
3175,10/1/2014,Plant Closing,"Zemco Industries, Inc. d/b/a/ Tyson Foods, Inc","665 Perry Street Buffalo, NY 14204",Erie County,(716) 566-3141,Prepared  foods,287,287,-----,Economic,"International Union of Operating Engineers, Local 17S AFL-CIO",Plant Closing
3176,10/6/2014,Plant Closing,"SinglePoint Care Network, LLC","1440 Broadway New York, NY 10018",New York County,(646) 943-8806,Care Management,22,22,-----,Economic,None of the employees are represented by a union.,Plant Closing
3177,10/3/2014,Plant Closing,"Mid Hudson Medical Group, P. C.","600 Westage Business Center Drive Fishkill, NY 12524",Dutchess County,(845) 231-5504,Medical Group,746,746,-----,Sale of assets to Mt. Kisco Medical Group,No bumping rights exist.,Plant Closing
3178,10/2/2014,Plant Closing,Holiday Inn Soho,"138 Lafayette Street New York, NY  10013",New York County,(401) 946-4600,Hotel,74,74,layoffs,Closed for Renovations - Expect to reopen on 11/1/2015,"New York Hotel & Motel Trades Council, AFL-CIO, UNITE HERE",Plant Closing
3179,9/30/2014,"Plant 
Closing","GSM Retail, Inc. d/b/a Billabong","1515 Broadway New York, NY 10036",New York County,(949) 428-3308,Retail Store,79,79,12/31/2014,Economic,Terminated employees do not have any bumping rights.,"Plant 
Closing"
3180,9/29/2014,Plant Closing,"Pathmark Stores, Inc. Store #72613","1851 Bruckner Blvd. Bronx, NY 10472",Bronx County,(201) 571-4018,Grocery store,124,124,-----,Economic,"UFCW Local 342 & Local 1500, SEIU Local 1199",Plant Closing
3181,10/1/2014,Plant Closing,"Medical Action Industries, Inc.","Corporate Headquarters 500 Expressway Drive South Brentwood, NY 11717",Suffolk County,(804) 723-7705,"Manufactures, markets and distributes variety of surgical-related products",51,51,-----,"Acquisition by Owens & Minor Distribution, Inc.",Bumping rights do not exist.,Plant Closing
3182,10/1/2014,Plant Closing,"Ethox Medical, LLC","251 Seneca Street Buffalo, NY 14204",Erie County,(616) 560-3531,Manufacturer of Medical Supplies,53,65,Date,Sale of the facility,No bumping rights exist as no union is involved.,Plant Closing
3183,9/23/2014,Plant Closing,"Quintiles Medical Education, Inc.","8 Skyline Drive Hawthorne, NY 10532",Westchester County,(919) 998-7810,Medical Education,27,27,Will,Restructuring Operations,No union representation and bumping arrangements are not available.,Plant Closing
3184,9/29/2014,Plant Closing,Display Producers Inc.,"1260 Zerega Avenue Bronx, NY 10462",Bronx County,(718) 904-1200,"Creative Display Designs - engineering, manufacturing and distribution",91,91,-----,Economic,United Brotherhood of Carpenters and Joiners of America,Plant Closing
3185,9/30/2014,Potential Plant Closing,"Sunrise Coach Lines, Inc.","74675 West Front Street Greenport, NY 11944",Suffolk County,(212) 370-3744,Suffolk County public bus transportation,49,49,-----,Expiration of contract - potential loss of contract,Teamsters Local 202,Potential Plant Closing
3186,10/1/2014,Possible Plant Closing,ARAMARK - United Nations,"1 United Nations Plaza New York, NY 10017",New York County,(860) 920-5013,Food Service,123,123,1/1/2015,Possible Contract Loss,UniteHere Local 100,Possible Plant Closing
3187,9/26/2014,Plant Closing,"Maritime F & B, LLC @ Maritime Hotel","363 W16th Street New York, NY 10011",New York County,(646) 616-5632,Restaurant and event venue – Food service portion of the hotel,153,153,-----,New company will run the hotel.,There are no bumping rights.,Plant Closing
3188,9/19/2014,Plant Closing,Staples Inc.,"25 Hazelwood Drive Amherst, NY 14228",Erie County,(585) 466-9640,Office Supply Distributor,14,14,To,Economic,Employees will not have the right to bump or displace workers at other Staples facilities.,Plant Closing
3189,9/22/2014,Plant Closing,Convent of Mary the Queen,"35 Vark Street Yonkers, NY 10701",Yonkers County,(718) 549-8156,Convent,134,134,to,Economic,No affected employees are represented by a union.,Plant Closing
3190,9/12/2014,Plant Closing,Electromark (Brady Corporation),"6188 West Port Bay Road Wolcott, NY 14590",Wayne County,(212) 808-5676,Manufacturing,84,84,To,Economic,-----,Plant Closing
3191,5/12/2014,Plant Closing,"Long Island Automotive Group, Inc.","Land Rover Glen Cove 70 Cedar Swamp Road Glen Cove, NY 11542",Nassau County,(631) 264-2244,Automotive Dealerships,64,64,-----,"Transfer of business to 
JLR Long Island, LLC",-----,Plant Closing
3192,9/22/2014,Plant Closing,HP Hood LLC - Distribution Center,"1314 Conklin Road Binghamton, NY 13903",Broome County,(617) 887-3013,Distribution Center for Dairy Products,32,32,10/27/2014,Economic,Teamsters Local 693,Plant Closing
3193,9/16/2014,,Pepsi Beverages Company,"5 Broad Avenue Binghamton, NY 13904",Broome County,(914) 767-7857,Soft drink bottling manufacturing plant,74,74,-----,Economic,Teamsters Local 693,Plant Closing
3194,4/1/2014,Plant Closing,InterContinental New York Barclay Hotel,"111 East 48th Street New York, NY 10017",New York County,(212) 803-4552,Hotel,447,447,to,Renovations,"New York Hotel & Motel Trades Council, AFL-CIO, UNITE HERE",Plant Closing
3195,9/16/2014,Plant Closing,"Cynergy Data, LLC","30-30 47th Avenue, 9th Floor Long Island City, NY 11101",Queens County,(718) 797-7473,Payment Processing Services,42,42,Will,Merger/relocation,Employees have no bumping rights and nor are they represented by any union.,Plant Closing
3196,9/17/2014,Plant Closing,Community Memorial Hospital (Community Memorial),"150 Broad Street Hamilton, NY 13345",Madison County,(315) 824-6083,Skilled Nursing Facility,29,29,to,Economic,SEIU 1199,Plant Closing
3197,9/18/2014,Plant Closing,Microsoft Corporation,"2929 Express Drive North Hauppauge, NY 11749",Suffolk County,(202) 263-5904,Computer program development,1,,-----,Reorganization and restructure of operations,Employees are not entitled to bumping rights.,Plant Closing
3198,9/17/2014,Plant Closing,Parade Media Group LLC,"711 Third Avenue New York, NY 10017",New York County,(212) 450-7060,Publications,55,55,42,Sale of Assets,No employees are represented by unions nor do they having bumping rights.,Plant Closing
3199,9/17/2014,Plant Closing,Media Group Services LLC,"711Third Avenue New York, NY 10017",New York County,(212) 450-7060,Publications,7,7,6,Sale of Assets,No employees are represented by unions nor do they having bumping rights.,Plant Closing
3200,6/2/2014,Plant Closing,Williams Lea Corporate Information Solutions,"200 West Street New York, NY",New York County,(212) 351-9088,Reprographics Production Center,41,41,to,Economic,Employees are not represented by a union.,Plant Closing
3201,9/16/2014,Plant Closing,Novartis Pharmaceuticals Corporation,"25 Old Mill Road Suffern, NY 10901",Rockland County,(845) 368-6086,Pharmaceutical Manufacturing,83,----,Layoffs,Economic,No union representation; bumping arrangements are not available for affected employees.,Plant Closing
3202,9/10/2014,Plant  Closing,"LSG Sky Chefs, Inc.","JFK International Airport/Building  122 Jamaica, NY 11430",Queens County,(202) 669-5507,Customer  Service Center,139,339,Will,Economic,"UNITE HERE International Union, UNITE HERE Local #32",Plant Closing
3203,9/11/2014,Plant Closing,50 Restaurant Group LLC d/b/a WD-50,"50 Clinton Street New York, NY 10002",New York County,(212) 477-2900,Restaurant,39,39,-----,Economic,No bumping rights exist.,Plant Closing
3204,11/14/2013,Plant Closing,12th Restaurant Inc. (Nathan's/Roy Roger's/Tim Horton's - Food Court),"401 Seventh Avenue New York, NY",New York County,(212) 560-1658,Restaurant,17,17,is,Economic,Unite Here Local 100 Union,Plant Closing
3205,9/3/2014,Plant Closing,Jewish Board of Family and  Children Services (JBFCS),"1499 North Avenue New Rochelle, NY 10801",Westchester County,(212) 632-4526,Residential facility,14,14,-----,"Transfer of licensure to Opengate, Inc.","District Council 1707, CSEAU, AFSCME, AFL-CIO and  Local 215",Plant Closing
3206,8/27/2014,Possible Plant Closing,"FC + Skanska Modular, LLC","Brooklyn Navy Yard 63 Flushing Avenue, Bldg. 293 Brooklyn, NY 11205",Kings County,(718) 637-5115,Prefabricated modules manufacturing factory,165,165,Layoffs,Termination of Purchase Order by the Contractor for Prefabricated Modules for the B2 Residential Project at Atlantic Yards.,"NYC District Council of Carpenters-United Brotherhood of Carpenters and Joiners of America, Local 157; Enterprise Association Steamfitters Local Union 638; Plumbers Local Union No. 1; IBEW Local 3; Sheetmetal Workers Local No. 28; Ironworkers District Council of Greater New York and Vicinity-Iron Workers Local 580; Painters District Council 9; International Association of Heat and Frost Insulators and Allied Workers, Local 12; Construction & General Building Laborers’ Local 79; BAC Local 7 Tile, Marble and Terrazzo; and Building and Construction Trades Council of Greater New York",Possible Plant Closing
